image,image_path,label
00012_00017_00005,data\gtsrb\Train\12\00012_00017_00005.png,12
00017_00013_00023,data\gtsrb\Train\17\00017_00013_00023.png,17
00017_00032_00029,data\gtsrb\Train\17\00017_00032_00029.png,17
00012_00066_00010,data\gtsrb\Train\12\00012_00066_00010.png,12
00005_00006_00015,data\gtsrb\Train\5\00005_00006_00015.png,5
00025_00027_00000,data\gtsrb\Train\25\00025_00027_00000.png,25
00017_00005_00027,data\gtsrb\Train\17\00017_00005_00027.png,17
00013_00063_00013,data\gtsrb\Train\13\00013_00063_00013.png,13
00010_00027_00020,data\gtsrb\Train\10\00010_00027_00020.png,10
00012_00005_00027,data\gtsrb\Train\12\00012_00005_00027.png,12
00018_00036_00017,data\gtsrb\Train\18\00018_00036_00017.png,18
00014_00000_00002,data\gtsrb\Train\14\00014_00000_00002.png,14
00028_00001_00005,data\gtsrb\Train\28\00028_00001_00005.png,28
00002_00033_00000,data\gtsrb\Train\2\00002_00033_00000.png,2
00002_00041_00002,data\gtsrb\Train\2\00002_00041_00002.png,2
00035_00002_00029,data\gtsrb\Train\35\00035_00002_00029.png,35
00011_00033_00028,data\gtsrb\Train\11\00011_00033_00028.png,11
00012_00045_00027,data\gtsrb\Train\12\00012_00045_00027.png,12
00040_00002_00027,data\gtsrb\Train\40\00040_00002_00027.png,40
00031_00019_00001,data\gtsrb\Train\31\00031_00019_00001.png,31
00012_00033_00012,data\gtsrb\Train\12\00012_00033_00012.png,12
00003_00009_00027,data\gtsrb\Train\3\00003_00009_00027.png,3
00016_00008_00009,data\gtsrb\Train\16\00016_00008_00009.png,16
00013_00070_00021,data\gtsrb\Train\13\00013_00070_00021.png,13
00013_00031_00003,data\gtsrb\Train\13\00013_00031_00003.png,13
00020_00004_00023,data\gtsrb\Train\20\00020_00004_00023.png,20
00004_00018_00017,data\gtsrb\Train\4\00004_00018_00017.png,4
00022_00009_00006,data\gtsrb\Train\22\00022_00009_00006.png,22
00031_00002_00019,data\gtsrb\Train\31\00031_00002_00019.png,31
00012_00052_00008,data\gtsrb\Train\12\00012_00052_00008.png,12
00003_00046_00022,data\gtsrb\Train\3\00003_00046_00022.png,3
00009_00033_00011,data\gtsrb\Train\9\00009_00033_00011.png,9
00017_00012_00006,data\gtsrb\Train\17\00017_00012_00006.png,17
00038_00032_00020,data\gtsrb\Train\38\00038_00032_00020.png,38
00008_00017_00028,data\gtsrb\Train\8\00008_00017_00028.png,8
00011_00010_00018,data\gtsrb\Train\11\00011_00010_00018.png,11
00035_00017_00019,data\gtsrb\Train\35\00035_00017_00019.png,35
00011_00023_00029,data\gtsrb\Train\11\00011_00023_00029.png,11
00017_00000_00026,data\gtsrb\Train\17\00017_00000_00026.png,17
00013_00043_00013,data\gtsrb\Train\13\00013_00043_00013.png,13
00009_00014_00004,data\gtsrb\Train\9\00009_00014_00004.png,9
00021_00006_00011,data\gtsrb\Train\21\00021_00006_00011.png,21
00008_00031_00008,data\gtsrb\Train\8\00008_00031_00008.png,8
00009_00046_00022,data\gtsrb\Train\9\00009_00046_00022.png,9
00007_00041_00025,data\gtsrb\Train\7\00007_00041_00025.png,7
00010_00011_00018,data\gtsrb\Train\10\00010_00011_00018.png,10
00012_00034_00007,data\gtsrb\Train\12\00012_00034_00007.png,12
00035_00021_00008,data\gtsrb\Train\35\00035_00021_00008.png,35
00009_00035_00007,data\gtsrb\Train\9\00009_00035_00007.png,9
00012_00008_00026,data\gtsrb\Train\12\00012_00008_00026.png,12
00033_00017_00023,data\gtsrb\Train\33\00033_00017_00023.png,33
00010_00055_00018,data\gtsrb\Train\10\00010_00055_00018.png,10
00002_00010_00016,data\gtsrb\Train\2\00002_00010_00016.png,2
00007_00016_00007,data\gtsrb\Train\7\00007_00016_00007.png,7
00004_00028_00020,data\gtsrb\Train\4\00004_00028_00020.png,4
00009_00041_00023,data\gtsrb\Train\9\00009_00041_00023.png,9
00024_00004_00021,data\gtsrb\Train\24\00024_00004_00021.png,24
00011_00038_00001,data\gtsrb\Train\11\00011_00038_00001.png,11
00024_00002_00008,data\gtsrb\Train\24\00024_00002_00008.png,24
00038_00052_00014,data\gtsrb\Train\38\00038_00052_00014.png,38
00026_00009_00007,data\gtsrb\Train\26\00026_00009_00007.png,26
00040_00007_00021,data\gtsrb\Train\40\00040_00007_00021.png,40
00010_00060_00017,data\gtsrb\Train\10\00010_00060_00017.png,10
00009_00003_00025,data\gtsrb\Train\9\00009_00003_00025.png,9
00009_00007_00027,data\gtsrb\Train\9\00009_00007_00027.png,9
00009_00022_00028,data\gtsrb\Train\9\00009_00022_00028.png,9
00004_00004_00024,data\gtsrb\Train\4\00004_00004_00024.png,4
00014_00007_00017,data\gtsrb\Train\14\00014_00007_00017.png,14
00012_00065_00011,data\gtsrb\Train\12\00012_00065_00011.png,12
00028_00005_00026,data\gtsrb\Train\28\00028_00005_00026.png,28
00006_00010_00013,data\gtsrb\Train\6\00006_00010_00013.png,6
00038_00002_00003,data\gtsrb\Train\38\00038_00002_00003.png,38
00007_00030_00004,data\gtsrb\Train\7\00007_00030_00004.png,7
00007_00007_00022,data\gtsrb\Train\7\00007_00007_00022.png,7
00042_00001_00010,data\gtsrb\Train\42\00042_00001_00010.png,42
00013_00005_00028,data\gtsrb\Train\13\00013_00005_00028.png,13
00030_00008_00011,data\gtsrb\Train\30\00030_00008_00011.png,30
00004_00020_00013,data\gtsrb\Train\4\00004_00020_00013.png,4
00003_00023_00017,data\gtsrb\Train\3\00003_00023_00017.png,3
00011_00003_00000,data\gtsrb\Train\11\00011_00003_00000.png,11
00007_00009_00019,data\gtsrb\Train\7\00007_00009_00019.png,7
00026_00010_00006,data\gtsrb\Train\26\00026_00010_00006.png,26
00025_00001_00017,data\gtsrb\Train\25\00025_00001_00017.png,25
00033_00006_00004,data\gtsrb\Train\33\00033_00006_00004.png,33
00013_00052_00020,data\gtsrb\Train\13\00013_00052_00020.png,13
00014_00025_00014,data\gtsrb\Train\14\00014_00025_00014.png,14
00009_00002_00019,data\gtsrb\Train\9\00009_00002_00019.png,9
00038_00058_00000,data\gtsrb\Train\38\00038_00058_00000.png,38
00038_00060_00028,data\gtsrb\Train\38\00038_00060_00028.png,38
00025_00020_00007,data\gtsrb\Train\25\00025_00020_00007.png,25
00023_00016_00018,data\gtsrb\Train\23\00023_00016_00018.png,23
00014_00025_00013,data\gtsrb\Train\14\00014_00025_00013.png,14
00033_00015_00029,data\gtsrb\Train\33\00033_00015_00029.png,33
00038_00015_00001,data\gtsrb\Train\38\00038_00015_00001.png,38
00029_00000_00005,data\gtsrb\Train\29\00029_00000_00005.png,29
00017_00003_00002,data\gtsrb\Train\17\00017_00003_00002.png,17
00002_00032_00003,data\gtsrb\Train\2\00002_00032_00003.png,2
00024_00002_00007,data\gtsrb\Train\24\00024_00002_00007.png,24
00037_00001_00004,data\gtsrb\Train\37\00037_00001_00004.png,37
00002_00057_00012,data\gtsrb\Train\2\00002_00057_00012.png,2
00011_00021_00021,data\gtsrb\Train\11\00011_00021_00021.png,11
00007_00021_00001,data\gtsrb\Train\7\00007_00021_00001.png,7
00005_00018_00025,data\gtsrb\Train\5\00005_00018_00025.png,5
00039_00005_00015,data\gtsrb\Train\39\00039_00005_00015.png,39
00005_00049_00010,data\gtsrb\Train\5\00005_00049_00010.png,5
00011_00004_00014,data\gtsrb\Train\11\00011_00004_00014.png,11
00019_00006_00003,data\gtsrb\Train\19\00019_00006_00003.png,19
00038_00030_00021,data\gtsrb\Train\38\00038_00030_00021.png,38
00010_00009_00006,data\gtsrb\Train\10\00010_00009_00006.png,10
00012_00040_00008,data\gtsrb\Train\12\00012_00040_00008.png,12
00012_00030_00018,data\gtsrb\Train\12\00012_00030_00018.png,12
00008_00005_00023,data\gtsrb\Train\8\00008_00005_00023.png,8
00018_00012_00025,data\gtsrb\Train\18\00018_00012_00025.png,18
00003_00045_00026,data\gtsrb\Train\3\00003_00045_00026.png,3
00003_00026_00005,data\gtsrb\Train\3\00003_00026_00005.png,3
00019_00002_00005,data\gtsrb\Train\19\00019_00002_00005.png,19
00000_00006_00026,data\gtsrb\Train\0\00000_00006_00026.png,0
00002_00061_00011,data\gtsrb\Train\2\00002_00061_00011.png,2
00035_00000_00007,data\gtsrb\Train\35\00035_00000_00007.png,35
00013_00044_00001,data\gtsrb\Train\13\00013_00044_00001.png,13
00007_00026_00022,data\gtsrb\Train\7\00007_00026_00022.png,7
00001_00049_00002,data\gtsrb\Train\1\00001_00049_00002.png,1
00012_00033_00013,data\gtsrb\Train\12\00012_00033_00013.png,12
00001_00033_00012,data\gtsrb\Train\1\00001_00033_00012.png,1
00009_00035_00006,data\gtsrb\Train\9\00009_00035_00006.png,9
00013_00017_00008,data\gtsrb\Train\13\00013_00017_00008.png,13
00011_00003_00011,data\gtsrb\Train\11\00011_00003_00011.png,11
00036_00005_00028,data\gtsrb\Train\36\00036_00005_00028.png,36
00012_00058_00020,data\gtsrb\Train\12\00012_00058_00020.png,12
00034_00006_00004,data\gtsrb\Train\34\00034_00006_00004.png,34
00028_00017_00013,data\gtsrb\Train\28\00028_00017_00013.png,28
00013_00055_00008,data\gtsrb\Train\13\00013_00055_00008.png,13
00007_00019_00003,data\gtsrb\Train\7\00007_00019_00003.png,7
00013_00048_00010,data\gtsrb\Train\13\00013_00048_00010.png,13
00038_00048_00002,data\gtsrb\Train\38\00038_00048_00002.png,38
00001_00057_00001,data\gtsrb\Train\1\00001_00057_00001.png,1
00010_00040_00008,data\gtsrb\Train\10\00010_00040_00008.png,10
00025_00028_00021,data\gtsrb\Train\25\00025_00028_00021.png,25
00010_00024_00017,data\gtsrb\Train\10\00010_00024_00017.png,10
00002_00007_00018,data\gtsrb\Train\2\00002_00007_00018.png,2
00009_00036_00015,data\gtsrb\Train\9\00009_00036_00015.png,9
00022_00007_00020,data\gtsrb\Train\22\00022_00007_00020.png,22
00004_00039_00025,data\gtsrb\Train\4\00004_00039_00025.png,4
00003_00007_00026,data\gtsrb\Train\3\00003_00007_00026.png,3
00009_00007_00007,data\gtsrb\Train\9\00009_00007_00007.png,9
00012_00025_00028,data\gtsrb\Train\12\00012_00025_00028.png,12
00012_00037_00000,data\gtsrb\Train\12\00012_00037_00000.png,12
00031_00022_00029,data\gtsrb\Train\31\00031_00022_00029.png,31
00038_00004_00004,data\gtsrb\Train\38\00038_00004_00004.png,38
00035_00015_00000,data\gtsrb\Train\35\00035_00015_00000.png,35
00001_00064_00027,data\gtsrb\Train\1\00001_00064_00027.png,1
00002_00017_00009,data\gtsrb\Train\2\00002_00017_00009.png,2
00004_00027_00027,data\gtsrb\Train\4\00004_00027_00027.png,4
00009_00007_00014,data\gtsrb\Train\9\00009_00007_00014.png,9
00025_00030_00027,data\gtsrb\Train\25\00025_00030_00027.png,25
00017_00018_00022,data\gtsrb\Train\17\00017_00018_00022.png,17
00025_00018_00024,data\gtsrb\Train\25\00025_00018_00024.png,25
00004_00024_00008,data\gtsrb\Train\4\00004_00024_00008.png,4
00038_00004_00003,data\gtsrb\Train\38\00038_00004_00003.png,38
00039_00001_00026,data\gtsrb\Train\39\00039_00001_00026.png,39
00004_00018_00026,data\gtsrb\Train\4\00004_00018_00026.png,4
00011_00011_00020,data\gtsrb\Train\11\00011_00011_00020.png,11
00003_00022_00017,data\gtsrb\Train\3\00003_00022_00017.png,3
00019_00005_00013,data\gtsrb\Train\19\00019_00005_00013.png,19
00037_00002_00029,data\gtsrb\Train\37\00037_00002_00029.png,37
00008_00010_00004,data\gtsrb\Train\8\00008_00010_00004.png,8
00013_00005_00004,data\gtsrb\Train\13\00013_00005_00004.png,13
00038_00026_00007,data\gtsrb\Train\38\00038_00026_00007.png,38
00025_00048_00019,data\gtsrb\Train\25\00025_00048_00019.png,25
00038_00045_00014,data\gtsrb\Train\38\00038_00045_00014.png,38
00011_00013_00014,data\gtsrb\Train\11\00011_00013_00014.png,11
00035_00001_00011,data\gtsrb\Train\35\00035_00001_00011.png,35
00001_00057_00021,data\gtsrb\Train\1\00001_00057_00021.png,1
00015_00019_00012,data\gtsrb\Train\15\00015_00019_00012.png,15
00019_00001_00014,data\gtsrb\Train\19\00019_00001_00014.png,19
00007_00012_00022,data\gtsrb\Train\7\00007_00012_00022.png,7
00033_00017_00003,data\gtsrb\Train\33\00033_00017_00003.png,33
00009_00001_00003,data\gtsrb\Train\9\00009_00001_00003.png,9
00013_00018_00029,data\gtsrb\Train\13\00013_00018_00029.png,13
00038_00006_00016,data\gtsrb\Train\38\00038_00006_00016.png,38
00003_00025_00024,data\gtsrb\Train\3\00003_00025_00024.png,3
00009_00021_00019,data\gtsrb\Train\9\00009_00021_00019.png,9
00005_00022_00001,data\gtsrb\Train\5\00005_00022_00001.png,5
00038_00037_00020,data\gtsrb\Train\38\00038_00037_00020.png,38
00038_00029_00019,data\gtsrb\Train\38\00038_00029_00019.png,38
00009_00035_00023,data\gtsrb\Train\9\00009_00035_00023.png,9
00025_00021_00000,data\gtsrb\Train\25\00025_00021_00000.png,25
00010_00064_00006,data\gtsrb\Train\10\00010_00064_00006.png,10
00014_00013_00016,data\gtsrb\Train\14\00014_00013_00016.png,14
00004_00019_00028,data\gtsrb\Train\4\00004_00019_00028.png,4
00013_00048_00006,data\gtsrb\Train\13\00013_00048_00006.png,13
00038_00068_00006,data\gtsrb\Train\38\00038_00068_00006.png,38
00013_00002_00017,data\gtsrb\Train\13\00013_00002_00017.png,13
00006_00011_00000,data\gtsrb\Train\6\00006_00011_00000.png,6
00013_00039_00015,data\gtsrb\Train\13\00013_00039_00015.png,13
00007_00029_00010,data\gtsrb\Train\7\00007_00029_00010.png,7
00028_00004_00010,data\gtsrb\Train\28\00028_00004_00010.png,28
00008_00017_00005,data\gtsrb\Train\8\00008_00017_00005.png,8
00029_00006_00021,data\gtsrb\Train\29\00029_00006_00021.png,29
00009_00004_00024,data\gtsrb\Train\9\00009_00004_00024.png,9
00002_00043_00025,data\gtsrb\Train\2\00002_00043_00025.png,2
00010_00049_00008,data\gtsrb\Train\10\00010_00049_00008.png,10
00004_00056_00010,data\gtsrb\Train\4\00004_00056_00010.png,4
00009_00016_00025,data\gtsrb\Train\9\00009_00016_00025.png,9
00025_00046_00015,data\gtsrb\Train\25\00025_00046_00015.png,25
00017_00002_00015,data\gtsrb\Train\17\00017_00002_00015.png,17
00012_00045_00024,data\gtsrb\Train\12\00012_00045_00024.png,12
00034_00011_00001,data\gtsrb\Train\34\00034_00011_00001.png,34
00023_00014_00001,data\gtsrb\Train\23\00023_00014_00001.png,23
00036_00012_00017,data\gtsrb\Train\36\00036_00012_00017.png,36
00004_00054_00000,data\gtsrb\Train\4\00004_00054_00000.png,4
00013_00071_00018,data\gtsrb\Train\13\00013_00071_00018.png,13
00038_00010_00028,data\gtsrb\Train\38\00038_00010_00028.png,38
00017_00030_00021,data\gtsrb\Train\17\00017_00030_00021.png,17
00017_00026_00017,data\gtsrb\Train\17\00017_00026_00017.png,17
00012_00044_00003,data\gtsrb\Train\12\00012_00044_00003.png,12
00023_00012_00014,data\gtsrb\Train\23\00023_00012_00014.png,23
00001_00019_00014,data\gtsrb\Train\1\00001_00019_00014.png,1
00038_00019_00015,data\gtsrb\Train\38\00038_00019_00015.png,38
00001_00002_00025,data\gtsrb\Train\1\00001_00002_00025.png,1
00008_00030_00026,data\gtsrb\Train\8\00008_00030_00026.png,8
00025_00023_00025,data\gtsrb\Train\25\00025_00023_00025.png,25
00011_00017_00024,data\gtsrb\Train\11\00011_00017_00024.png,11
00005_00048_00013,data\gtsrb\Train\5\00005_00048_00013.png,5
00001_00054_00024,data\gtsrb\Train\1\00001_00054_00024.png,1
00002_00064_00006,data\gtsrb\Train\2\00002_00064_00006.png,2
00015_00015_00005,data\gtsrb\Train\15\00015_00015_00005.png,15
00002_00060_00012,data\gtsrb\Train\2\00002_00060_00012.png,2
00013_00007_00006,data\gtsrb\Train\13\00013_00007_00006.png,13
00030_00003_00019,data\gtsrb\Train\30\00030_00003_00019.png,30
00010_00056_00000,data\gtsrb\Train\10\00010_00056_00000.png,10
00038_00014_00006,data\gtsrb\Train\38\00038_00014_00006.png,38
00041_00002_00023,data\gtsrb\Train\41\00041_00002_00023.png,41
00031_00016_00029,data\gtsrb\Train\31\00031_00016_00029.png,31
00019_00002_00016,data\gtsrb\Train\19\00019_00002_00016.png,19
00000_00001_00005,data\gtsrb\Train\0\00000_00001_00005.png,0
00004_00030_00002,data\gtsrb\Train\4\00004_00030_00002.png,4
00013_00070_00006,data\gtsrb\Train\13\00013_00070_00006.png,13
00035_00007_00012,data\gtsrb\Train\35\00035_00007_00012.png,35
00002_00068_00009,data\gtsrb\Train\2\00002_00068_00009.png,2
00040_00002_00021,data\gtsrb\Train\40\00040_00002_00021.png,40
00001_00045_00002,data\gtsrb\Train\1\00001_00045_00002.png,1
00012_00055_00024,data\gtsrb\Train\12\00012_00055_00024.png,12
00002_00044_00020,data\gtsrb\Train\2\00002_00044_00020.png,2
00013_00010_00023,data\gtsrb\Train\13\00013_00010_00023.png,13
00010_00003_00028,data\gtsrb\Train\10\00010_00003_00028.png,10
00025_00024_00002,data\gtsrb\Train\25\00025_00024_00002.png,25
00001_00017_00001,data\gtsrb\Train\1\00001_00017_00001.png,1
00004_00028_00009,data\gtsrb\Train\4\00004_00028_00009.png,4
00007_00024_00017,data\gtsrb\Train\7\00007_00024_00017.png,7
00007_00021_00005,data\gtsrb\Train\7\00007_00021_00005.png,7
00010_00062_00029,data\gtsrb\Train\10\00010_00062_00029.png,10
00011_00009_00005,data\gtsrb\Train\11\00011_00009_00005.png,11
00002_00043_00007,data\gtsrb\Train\2\00002_00043_00007.png,2
00005_00046_00009,data\gtsrb\Train\5\00005_00046_00009.png,5
00005_00042_00021,data\gtsrb\Train\5\00005_00042_00021.png,5
00021_00006_00008,data\gtsrb\Train\21\00021_00006_00008.png,21
00040_00002_00017,data\gtsrb\Train\40\00040_00002_00017.png,40
00026_00001_00014,data\gtsrb\Train\26\00026_00001_00014.png,26
00002_00039_00009,data\gtsrb\Train\2\00002_00039_00009.png,2
00003_00039_00011,data\gtsrb\Train\3\00003_00039_00011.png,3
00021_00000_00015,data\gtsrb\Train\21\00021_00000_00015.png,21
00011_00011_00021,data\gtsrb\Train\11\00011_00011_00021.png,11
00001_00041_00021,data\gtsrb\Train\1\00001_00041_00021.png,1
00018_00006_00020,data\gtsrb\Train\18\00018_00006_00020.png,18
00008_00043_00001,data\gtsrb\Train\8\00008_00043_00001.png,8
00010_00030_00003,data\gtsrb\Train\10\00010_00030_00003.png,10
00001_00060_00001,data\gtsrb\Train\1\00001_00060_00001.png,1
00001_00013_00017,data\gtsrb\Train\1\00001_00013_00017.png,1
00013_00041_00001,data\gtsrb\Train\13\00013_00041_00001.png,13
00006_00010_00010,data\gtsrb\Train\6\00006_00010_00010.png,6
00003_00012_00017,data\gtsrb\Train\3\00003_00012_00017.png,3
00004_00015_00024,data\gtsrb\Train\4\00004_00015_00024.png,4
00009_00008_00008,data\gtsrb\Train\9\00009_00008_00008.png,9
00018_00004_00004,data\gtsrb\Train\18\00018_00004_00004.png,18
00012_00052_00014,data\gtsrb\Train\12\00012_00052_00014.png,12
00032_00007_00019,data\gtsrb\Train\32\00032_00007_00019.png,32
00013_00019_00011,data\gtsrb\Train\13\00013_00019_00011.png,13
00001_00020_00029,data\gtsrb\Train\1\00001_00020_00029.png,1
00035_00007_00015,data\gtsrb\Train\35\00035_00007_00015.png,35
00003_00014_00025,data\gtsrb\Train\3\00003_00014_00025.png,3
00002_00005_00001,data\gtsrb\Train\2\00002_00005_00001.png,2
00009_00038_00024,data\gtsrb\Train\9\00009_00038_00024.png,9
00031_00014_00005,data\gtsrb\Train\31\00031_00014_00005.png,31
00005_00014_00013,data\gtsrb\Train\5\00005_00014_00013.png,5
00031_00013_00020,data\gtsrb\Train\31\00031_00013_00020.png,31
00012_00030_00020,data\gtsrb\Train\12\00012_00030_00020.png,12
00011_00016_00026,data\gtsrb\Train\11\00011_00016_00026.png,11
00004_00022_00017,data\gtsrb\Train\4\00004_00022_00017.png,4
00011_00041_00028,data\gtsrb\Train\11\00011_00041_00028.png,11
00012_00039_00001,data\gtsrb\Train\12\00012_00039_00001.png,12
00001_00072_00019,data\gtsrb\Train\1\00001_00072_00019.png,1
00030_00006_00017,data\gtsrb\Train\30\00030_00006_00017.png,30
00008_00017_00007,data\gtsrb\Train\8\00008_00017_00007.png,8
00016_00006_00024,data\gtsrb\Train\16\00016_00006_00024.png,16
00001_00012_00021,data\gtsrb\Train\1\00001_00012_00021.png,1
00031_00023_00025,data\gtsrb\Train\31\00031_00023_00025.png,31
00001_00008_00021,data\gtsrb\Train\1\00001_00008_00021.png,1
00015_00011_00008,data\gtsrb\Train\15\00015_00011_00008.png,15
00003_00008_00002,data\gtsrb\Train\3\00003_00008_00002.png,3
00038_00055_00015,data\gtsrb\Train\38\00038_00055_00015.png,38
00012_00000_00023,data\gtsrb\Train\12\00012_00000_00023.png,12
00001_00052_00013,data\gtsrb\Train\1\00001_00052_00013.png,1
00009_00025_00015,data\gtsrb\Train\9\00009_00025_00015.png,9
00020_00008_00005,data\gtsrb\Train\20\00020_00008_00005.png,20
00035_00034_00023,data\gtsrb\Train\35\00035_00034_00023.png,35
00003_00018_00003,data\gtsrb\Train\3\00003_00018_00003.png,3
00008_00032_00001,data\gtsrb\Train\8\00008_00032_00001.png,8
00012_00005_00008,data\gtsrb\Train\12\00012_00005_00008.png,12
00011_00035_00012,data\gtsrb\Train\11\00011_00035_00012.png,11
00012_00055_00018,data\gtsrb\Train\12\00012_00055_00018.png,12
00001_00005_00018,data\gtsrb\Train\1\00001_00005_00018.png,1
00004_00017_00028,data\gtsrb\Train\4\00004_00017_00028.png,4
00033_00003_00006,data\gtsrb\Train\33\00033_00003_00006.png,33
00008_00010_00026,data\gtsrb\Train\8\00008_00010_00026.png,8
00009_00026_00016,data\gtsrb\Train\9\00009_00026_00016.png,9
00012_00005_00025,data\gtsrb\Train\12\00012_00005_00025.png,12
00015_00020_00007,data\gtsrb\Train\15\00015_00020_00007.png,15
00039_00009_00028,data\gtsrb\Train\39\00039_00009_00028.png,39
00008_00024_00001,data\gtsrb\Train\8\00008_00024_00001.png,8
00003_00042_00006,data\gtsrb\Train\3\00003_00042_00006.png,3
00034_00001_00019,data\gtsrb\Train\34\00034_00001_00019.png,34
00009_00010_00010,data\gtsrb\Train\9\00009_00010_00010.png,9
00008_00033_00015,data\gtsrb\Train\8\00008_00033_00015.png,8
00008_00038_00004,data\gtsrb\Train\8\00008_00038_00004.png,8
00038_00042_00004,data\gtsrb\Train\38\00038_00042_00004.png,38
00005_00043_00018,data\gtsrb\Train\5\00005_00043_00018.png,5
00012_00007_00011,data\gtsrb\Train\12\00012_00007_00011.png,12
00033_00014_00029,data\gtsrb\Train\33\00033_00014_00029.png,33
00008_00025_00001,data\gtsrb\Train\8\00008_00025_00001.png,8
00017_00025_00010,data\gtsrb\Train\17\00017_00025_00010.png,17
00031_00014_00021,data\gtsrb\Train\31\00031_00014_00021.png,31
00026_00017_00016,data\gtsrb\Train\26\00026_00017_00016.png,26
00031_00014_00017,data\gtsrb\Train\31\00031_00014_00017.png,31
00012_00051_00016,data\gtsrb\Train\12\00012_00051_00016.png,12
00007_00027_00019,data\gtsrb\Train\7\00007_00027_00019.png,7
00002_00040_00025,data\gtsrb\Train\2\00002_00040_00025.png,2
00004_00002_00009,data\gtsrb\Train\4\00004_00002_00009.png,4
00004_00041_00009,data\gtsrb\Train\4\00004_00041_00009.png,4
00025_00014_00003,data\gtsrb\Train\25\00025_00014_00003.png,25
00014_00003_00003,data\gtsrb\Train\14\00014_00003_00003.png,14
00001_00052_00016,data\gtsrb\Train\1\00001_00052_00016.png,1
00035_00009_00011,data\gtsrb\Train\35\00035_00009_00011.png,35
00001_00023_00012,data\gtsrb\Train\1\00001_00023_00012.png,1
00017_00003_00001,data\gtsrb\Train\17\00017_00003_00001.png,17
00010_00005_00008,data\gtsrb\Train\10\00010_00005_00008.png,10
00026_00016_00019,data\gtsrb\Train\26\00026_00016_00019.png,26
00012_00025_00024,data\gtsrb\Train\12\00012_00025_00024.png,12
00034_00007_00015,data\gtsrb\Train\34\00034_00007_00015.png,34
00025_00002_00029,data\gtsrb\Train\25\00025_00002_00029.png,25
00026_00015_00003,data\gtsrb\Train\26\00026_00015_00003.png,26
00036_00000_00013,data\gtsrb\Train\36\00036_00000_00013.png,36
00013_00024_00003,data\gtsrb\Train\13\00013_00024_00003.png,13
00006_00009_00027,data\gtsrb\Train\6\00006_00009_00027.png,6
00013_00024_00019,data\gtsrb\Train\13\00013_00024_00019.png,13
00001_00035_00014,data\gtsrb\Train\1\00001_00035_00014.png,1
00011_00025_00022,data\gtsrb\Train\11\00011_00025_00022.png,11
00002_00040_00007,data\gtsrb\Train\2\00002_00040_00007.png,2
00031_00007_00018,data\gtsrb\Train\31\00031_00007_00018.png,31
00004_00013_00002,data\gtsrb\Train\4\00004_00013_00002.png,4
00008_00042_00023,data\gtsrb\Train\8\00008_00042_00023.png,8
00010_00043_00001,data\gtsrb\Train\10\00010_00043_00001.png,10
00010_00011_00006,data\gtsrb\Train\10\00010_00011_00006.png,10
00039_00006_00020,data\gtsrb\Train\39\00039_00006_00020.png,39
00026_00005_00005,data\gtsrb\Train\26\00026_00005_00005.png,26
00026_00010_00023,data\gtsrb\Train\26\00026_00010_00023.png,26
00038_00036_00023,data\gtsrb\Train\38\00038_00036_00023.png,38
00002_00027_00016,data\gtsrb\Train\2\00002_00027_00016.png,2
00002_00019_00016,data\gtsrb\Train\2\00002_00019_00016.png,2
00032_00000_00014,data\gtsrb\Train\32\00032_00000_00014.png,32
00001_00039_00007,data\gtsrb\Train\1\00001_00039_00007.png,1
00012_00040_00019,data\gtsrb\Train\12\00012_00040_00019.png,12
00038_00001_00015,data\gtsrb\Train\38\00038_00001_00015.png,38
00010_00014_00001,data\gtsrb\Train\10\00010_00014_00001.png,10
00010_00064_00025,data\gtsrb\Train\10\00010_00064_00025.png,10
00014_00001_00028,data\gtsrb\Train\14\00014_00001_00028.png,14
00009_00002_00012,data\gtsrb\Train\9\00009_00002_00012.png,9
00014_00008_00011,data\gtsrb\Train\14\00014_00008_00011.png,14
00037_00005_00023,data\gtsrb\Train\37\00037_00005_00023.png,37
00001_00005_00007,data\gtsrb\Train\1\00001_00005_00007.png,1
00007_00037_00002,data\gtsrb\Train\7\00007_00037_00002.png,7
00007_00020_00008,data\gtsrb\Train\7\00007_00020_00008.png,7
00007_00019_00010,data\gtsrb\Train\7\00007_00019_00010.png,7
00013_00000_00013,data\gtsrb\Train\13\00013_00000_00013.png,13
00038_00060_00009,data\gtsrb\Train\38\00038_00060_00009.png,38
00004_00042_00007,data\gtsrb\Train\4\00004_00042_00007.png,4
00002_00051_00024,data\gtsrb\Train\2\00002_00051_00024.png,2
00017_00032_00015,data\gtsrb\Train\17\00017_00032_00015.png,17
00004_00043_00012,data\gtsrb\Train\4\00004_00043_00012.png,4
00030_00009_00016,data\gtsrb\Train\30\00030_00009_00016.png,30
00008_00027_00009,data\gtsrb\Train\8\00008_00027_00009.png,8
00011_00037_00005,data\gtsrb\Train\11\00011_00037_00005.png,11
00003_00023_00024,data\gtsrb\Train\3\00003_00023_00024.png,3
00004_00002_00026,data\gtsrb\Train\4\00004_00002_00026.png,4
00007_00014_00010,data\gtsrb\Train\7\00007_00014_00010.png,7
00026_00003_00004,data\gtsrb\Train\26\00026_00003_00004.png,26
00038_00015_00003,data\gtsrb\Train\38\00038_00015_00003.png,38
00012_00041_00022,data\gtsrb\Train\12\00012_00041_00022.png,12
00013_00046_00015,data\gtsrb\Train\13\00013_00046_00015.png,13
